id,web_name,full_name,team_name,position,status,price,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,yellow_cards,red_cards,penalties_missed,penalties_saved,own_goals,bps,influence,creativity,threat,ict_index,form,points_per_game,ep_this,ep_next,selected_pct,in_dreamteam,tackles,recoveries,clearances_blocks_interceptions
181,Kostoulas,Charalampos Kostoulas,Brighton,FWD,a,4.8,8,29,1,0,0,1,0,0,0,0,0,0,0,39,37.2,0.9,44.0,8.2,2.0,2.0,2.0,2.0,0.3,False,1,6,0
152,Veltman,Joël Veltman,Brighton,DEF,a,4.3,7,339,0,0,0,6,0,0,3,0,0,0,0,28,69.2,20.5,6.0,9.7,0.0,1.4,0.0,0.0,0.1,False,15,13,23
458,Mainoo,Kobbie Mainoo,Man Utd,MID,d,4.7,7,138,0,0,0,6,0,0,0,0,0,0,0,26,29.4,56.6,5.0,9.1,0.5,1.0,0.5,0.4,0.4,False,6,9,3
33,M.Bizot,Marco Bizot,Aston Villa,GKP,a,4.3,7,180,0,0,1,3,4,0,1,0,0,0,0,22,25.4,0.0,0.0,2.6,0.0,3.5,0.0,0.0,0.5,False,0,19,4
609,Todibo,Jean-Clair Todibo,West Ham,DEF,a,4.3,7,486,0,0,0,12,0,0,1,0,0,0,0,34,110.0,16.4,4.0,13.1,1.5,1.2,1.5,1.5,0.1,False,11,18,35
391,Gannon-Doak,Ben Gannon-Doak,Bournemouth,MID,a,4.9,7,53,0,1,0,1,0,0,0,0,0,0,0,22,21.2,14.0,11.0,4.7,0.5,1.8,0.5,0.5,0.0,False,2,0,1
699,Douglas Luiz,Douglas Luiz Soares de Paulo,Nott'm Forest,MID,i,5.0,7,185,0,1,0,5,0,0,1,0,0,0,0,40,23.2,46.5,10.0,8.0,0.5,1.8,0.0,0.0,0.0,False,4,9,3
252,Marc Guiu,Marc Guiu Paz,Chelsea,FWD,a,4.2,7,162,0,0,0,2,0,0,0,0,0,0,0,-1,1.0,4.3,60.0,4.9,1.0,1.2,1.0,1.0,7.0,False,0,1,2
356,Gruev,Ilia Gruev,Leeds,MID,a,4.8,7,211,0,0,1,6,0,0,1,0,0,0,0,42,25.0,8.9,2.0,3.6,0.0,1.4,0.0,0.0,0.0,False,5,7,6
370,Frimpong,Jeremie Frimpong,Liverpool,DEF,i,5.7,7,83,0,1,0,1,0,0,0,0,0,0,0,29,19.4,17.3,29.0,6.6,0.2,1.8,0.0,0.0,5.1,False,2,4,5
246,Andrey Santos,Andrey Nascimento dos Santos,Chelsea,MID,a,4.5,7,227,0,0,0,2,0,0,2,0,0,0,0,30,26.6,44.1,42.0,11.3,0.5,0.9,0.5,0.5,0.3,False,8,12,3
321,J.Cuenca,Jorge Cuenca Barreno,Fulham,DEF,a,4.4,7,168,0,0,0,2,0,0,0,0,0,0,0,25,40.6,4.6,6.0,5.1,1.0,2.3,1.0,1.0,0.0,False,2,6,18
727,Chukwueze,Samuel Chukwueze,Fulham,MID,a,5.3,7,77,0,1,0,4,0,0,0,0,0,0,0,19,21.2,26.7,39.0,8.7,0.5,1.8,0.5,0.5,0.0,False,1,2,0
25,Nwaneri,Ethan Nwaneri,Arsenal,MID,a,5.1,7,163,0,0,1,0,0,0,0,0,0,0,0,17,8.4,22.4,24.0,5.4,0.2,1.4,1.2,1.2,0.1,False,2,10,1
645,Fer López,Fer López González,Wolves,MID,a,5.2,7,116,0,1,0,5,0,0,1,0,0,0,0,24,27.0,52.0,32.0,11.0,0.2,1.4,0.2,0.2,0.0,False,1,3,0
718,S.Magassa,Soungoutou Magassa,West Ham,MID,a,5.0,6,189,0,0,0,4,0,0,1,0,0,0,0,26,35.8,7.5,0.0,4.3,0.5,1.0,0.5,0.5,0.0,False,8,9,6
726,Kolo Muani,Randal Kolo Muani,Spurs,FWD,a,6.9,6,189,0,0,1,2,0,0,0,0,0,0,0,19,8.2,22.8,8.0,3.6,1.5,1.5,1.5,0.5,0.3,False,3,7,2
637,Toti,Toti Gomes,Wolves,DEF,a,4.3,6,525,0,0,0,17,0,0,1,1,0,0,0,19,95.0,57.1,27.0,17.9,0.2,0.8,0.2,0.2,0.1,False,8,26,26
344,Bijol,Jaka Bijol,Leeds,DEF,a,3.9,6,261,0,0,0,6,0,0,0,0,0,0,0,29,54.2,11.6,2.0,6.8,1.5,2.0,1.5,1.5,0.1,False,3,12,20
250,Delap,Liam Delap,Chelsea,FWD,a,6.2,6,154,0,0,1,1,0,0,0,0,0,0,0,21,11.0,7.7,55.0,6.9,0.5,1.5,0.5,0.5,1.0,False,0,3,2
696,Kalimuendo,Arnaud Kalimuendo,Nott'm Forest,FWD,a,6.0,6,66,0,0,0,2,0,0,0,0,0,0,0,14,2.8,16.4,22.0,4.1,0.2,1.0,0.2,-0.3,0.1,False,0,2,1
507,Aina,Ola Aina,Nott'm Forest,DEF,i,4.7,6,270,0,0,0,5,0,0,1,0,0,0,0,20,53.8,33.3,11.0,9.8,0.0,2.0,0.0,0.0,2.4,False,6,20,16
362,Piroe,Joël Piroe,Leeds,FWD,a,5.0,6,178,0,0,1,5,0,0,0,0,0,0,0,14,5.4,16.7,77.0,9.6,0.5,1.2,0.5,0.5,0.4,False,0,7,1
351,Gnonto,Wilfried Gnonto,Leeds,MID,a,5.2,6,191,0,0,1,5,0,0,1,0,0,0,0,27,15.8,21.4,16.0,5.3,0.0,1.5,0.0,0.0,0.1,False,9,6,2
392,Endo,Endo Wataru,Liverpool,MID,a,4.9,6,36,0,1,0,3,0,0,1,0,0,0,0,20,28.8,10.9,0.0,3.9,0.0,1.5,0.0,0.5,0.1,False,3,0,3
109,Henry,Rico Henry,Brentford,DEF,a,4.3,6,189,0,0,0,6,0,0,1,0,0,0,0,11,19.0,14.5,14.0,4.6,0.5,0.8,0.5,0.5,0.1,False,4,11,7
11,White,Benjamin White,Arsenal,DEF,a,5.3,6,70,0,0,1,0,0,0,0,0,0,0,0,23,15.4,11.3,1.0,2.8,0.0,6.0,1.0,1.0,0.4,False,2,4,6
39,Maatsen,Ian Maatsen,Aston Villa,DEF,a,4.3,6,169,0,0,0,4,0,0,1,0,0,0,0,33,49.0,78.7,22.0,15.1,0.8,0.9,0.8,0.8,0.4,False,4,12,14
10,Lewis-Skelly,Myles Lewis-Skelly,Arsenal,DEF,a,5.2,6,86,0,0,0,0,0,0,1,0,0,0,0,19,9.8,7.2,4.0,2.0,0.5,0.9,1.5,1.5,1.6,False,1,7,4
700,Dowman,Max Dowman,Arsenal,MID,a,4.3,5,27,0,1,0,0,0,0,0,0,0,0,0,13,1.0,0.8,26.0,2.8,0.0,2.5,1.0,1.0,0.4,False,2,1,0
494,Willock,Joe Willock,Newcastle,MID,a,5.0,5,99,0,0,1,2,0,0,0,0,0,0,0,19,11.2,3.0,6.0,1.9,0.2,1.7,0.2,-0.3,0.1,False,4,5,2
88,Cook,Lewis Cook,Bournemouth,MID,a,4.9,5,79,0,0,0,3,0,0,0,0,0,0,0,23,13.8,13.1,3.0,3.1,1.0,1.0,1.0,1.0,0.0,False,2,6,6
638,Hoever,Ki-Jana Hoever,Wolves,DEF,a,3.9,5,249,0,0,0,8,0,0,0,0,0,0,0,16,56.4,60.2,13.0,13.1,0.8,1.0,0.8,0.8,0.9,False,5,6,15
628,José Sá,José Malheiro de Sá,Wolves,GKP,a,4.3,5,360,0,0,0,11,5,0,0,0,0,0,0,7,44.0,10.0,0.0,5.5,0.0,1.2,0.0,0.0,1.2,False,0,37,3
12,Zinchenko,Oleksandr Zinchenko,Nott'm Forest,DEF,i,4.9,5,253,0,0,0,4,0,0,0,0,0,0,0,46,62.6,52.4,15.0,13.0,0.2,1.7,0.0,0.0,0.2,False,10,12,11
52,J.Ramsey,Jacob Ramsey,Newcastle,MID,a,5.3,5,190,0,0,0,6,0,0,1,0,0,0,0,33,33.4,84.1,11.0,12.9,0.8,1.0,0.8,0.3,0.2,False,5,14,2
680,Broja,Armando Broja,Burnley,FWD,a,5.2,5,75,0,0,0,6,0,0,0,0,0,0,0,14,8.4,2.4,10.0,2.2,0.5,1.0,0.5,0.5,0.1,False,2,0,2
734,Bakwa,Dilane Bakwa,Nott'm Forest,MID,i,6.0,5,172,0,0,0,4,0,0,0,0,0,0,0,27,30.2,73.7,49.0,15.3,0.0,1.2,0.0,0.0,0.0,False,0,11,2
389,Elliott,Harvey Elliott,Aston Villa,MID,a,5.4,4,97,0,0,0,2,0,0,0,0,0,0,0,13,8.6,17.8,18.0,4.4,0.0,1.0,0.0,0.0,0.2,False,0,3,2
456,Sancho,Jadon Sancho,Aston Villa,MID,a,5.8,4,87,0,0,0,0,0,0,0,0,0,0,0,13,14.6,29.8,66.0,11.1,0.8,1.0,0.8,0.8,0.2,False,0,3,2
426,McAtee,James McAtee,Nott'm Forest,MID,a,5.1,4,126,0,0,0,5,0,0,0,0,0,0,0,20,14.0,39.8,6.0,6.1,0.0,1.0,0.0,-0.5,0.1,False,2,6,1
320,Diop,Issa Diop,Fulham,DEF,a,4.4,4,223,0,0,0,5,0,0,1,0,0,0,0,9,34.0,1.7,4.0,4.0,0.5,1.3,0.5,0.5,0.1,False,4,7,16
93,H.Traorè,Hamed Traorè,Bournemouth,MID,u,4.5,4,16,0,1,0,2,0,0,0,0,0,0,0,12,21.2,10.0,0.0,3.1,0.0,4.0,0.0,0.0,0.4,False,1,2,1
199,Worrall,Joe Worrall,Burnley,DEF,a,3.9,4,19,0,0,0,2,0,0,0,0,0,0,0,9,11.2,0.3,0.0,1.2,0.0,1.0,0.0,0.0,0.2,False,1,1,5
591,Gray,Archie Gray,Spurs,MID,i,4.8,4,71,0,0,1,0,0,0,0,0,0,0,0,17,6.0,13.2,2.0,2.2,0.0,2.0,0.0,0.0,0.1,False,1,5,2
527,Awoniyi,Taiwo Awoniyi,Nott'm Forest,FWD,a,5.2,4,133,0,0,0,1,0,0,0,0,0,0,0,19,11.8,25.7,39.0,7.7,1.0,1.0,1.0,0.5,0.4,False,1,6,2
447,Heaven,Ayden Heaven,Man Utd,DEF,a,3.8,4,28,0,1,0,2,0,0,0,0,0,0,0,14,28.6,10.3,0.0,3.9,0.8,2.0,0.8,0.8,1.2,False,1,1,3
466,Zirkzee,Joshua Zirkzee,Man Utd,FWD,a,5.8,4,82,0,0,0,4,0,0,0,0,0,0,0,7,13.6,17.1,60.0,8.9,0.2,1.0,0.2,0.2,0.4,False,2,2,2
706,Justin,James Justin,Leeds,DEF,a,4.0,4,77,0,0,0,1,0,0,1,0,0,0,0,15,15.4,1.1,2.0,1.8,0.2,0.8,0.2,0.2,0.2,False,1,7,9
243,George,Tyrique George,Chelsea,MID,a,4.9,4,142,0,0,1,2,0,0,2,0,0,0,0,2,8.2,7.0,56.0,7.1,0.2,1.0,0.2,0.2,0.1,False,2,1,0
376,Gomez,Joe Gomez,Liverpool,DEF,a,4.9,4,43,0,0,0,1,0,0,0,0,0,0,0,9,14.6,0.8,6.0,2.0,0.5,1.0,0.5,1.0,0.1,False,0,1,8
163,Hinshelwood,Jack Hinshelwood,Brighton,MID,i,5.1,4,107,0,0,0,2,0,0,0,0,0,0,0,22,9.4,2.0,0.0,1.2,0.0,1.3,0.0,0.0,0.0,False,3,6,2
244,Lavia,Roméo Lavia,Chelsea,MID,i,4.9,4,105,0,0,0,3,0,0,0,0,0,0,0,22,9.6,7.5,2.0,1.8,0.5,1.0,0.0,0.0,0.0,False,2,4,5
728,Röhl,Merlin Röhl,Everton,MID,a,5.0,4,91,0,0,0,1,0,0,0,0,0,0,0,10,11.4,13.3,7.0,3.2,0.8,1.0,0.8,0.8,0.0,False,5,8,1
618,G.Rodriguez,Guido Rodríguez,West Ham,MID,a,4.8,3,89,0,0,0,2,0,0,0,0,0,0,0,14,3.4,2.5,2.0,0.8,0.2,1.5,0.2,0.2,0.0,False,0,4,1
197,Sonne,Oliver Sonne,Burnley,DEF,a,3.9,3,102,0,0,0,4,0,0,0,0,0,0,0,-2,7.6,16.4,6.0,3.0,0.0,1.0,0.0,0.0,0.1,False,1,3,1
510,Jair Cunha,Jair Paula da Cunha Filho,Nott'm Forest,DEF,a,4.3,3,90,0,0,0,2,0,0,0,0,0,0,0,9,26.0,0.4,0.0,2.6,0.0,3.0,0.0,-0.5,0.1,False,2,1,9
619,L.Guilherme,Luis Guilherme Lira dos Santos,West Ham,MID,a,4.9,3,54,0,0,0,1,0,0,0,0,0,0,0,5,1.6,0.6,4.0,0.4,0.0,1.0,0.0,0.0,0.0,False,0,4,1
719,Lindelöf,Victor Lindelöf,Aston Villa,DEF,a,4.5,3,21,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.4,0.0,0.4,0.0,1.0,0.0,0.0,0.0,False,0,0,1
206,Edwards,Marcus Edwards,Burnley,MID,a,4.7,3,22,0,0,0,1,0,0,0,0,0,0,0,8,3.2,1.4,24.0,2.6,0.5,1.0,0.5,0.5,0.1,False,0,0,0
672,Hato,Jorrel Hato,Chelsea,DEF,a,4.7,3,166,0,0,0,2,0,0,2,0,0,0,0,5,24.0,3.3,6.0,3.2,0.0,0.8,0.0,0.0,0.2,False,2,5,6
149,Igor,Igor Julio dos Santos de Paulo,West Ham,DEF,a,4.5,3,13,0,0,0,1,0,0,0,0,0,0,0,5,3.0,10.3,0.0,1.3,0.5,1.0,0.5,0.5,0.1,False,0,0,1
607,N.Aguerd,Nayef Aguerd,West Ham,DEF,u,4.4,3,180,0,0,0,8,0,0,0,0,0,0,0,-1,39.0,3.9,8.0,5.1,0.0,1.5,0.0,0.0,0.0,False,1,8,14
316,Robinson,Antonee Robinson,Fulham,DEF,i,4.9,3,61,0,0,0,0,0,0,0,0,0,0,0,12,13.6,22.8,4.0,4.1,0.0,1.0,0.0,0.0,0.5,False,0,1,2
707,Dibling,Tyler Dibling,Everton,MID,a,5.4,3,62,0,0,0,1,0,0,1,0,0,0,0,7,3.0,1.1,2.0,0.5,0.0,0.8,0.0,0.0,0.0,False,2,5,0
144,Coppola,Diego Coppola,Brighton,DEF,a,4.3,3,17,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.1,0.0,0.8,0.2,1.0,0.2,0.2,0.1,False,0,1,4
732,Uche,Christantus Uche,Crystal Palace,FWD,a,5.5,3,8,0,0,0,1,0,0,0,0,0,0,0,12,3.4,0.8,19.0,2.3,0.2,1.0,0.2,0.2,0.0,False,0,2,0
300,McNeil,Dwight McNeil,Everton,MID,a,5.6,3,51,0,0,0,0,0,0,0,0,0,0,0,7,1.6,11.7,8.0,2.0,0.5,1.0,0.5,0.5,0.1,False,1,1,0
24,Nørgaard,Christian Nørgaard,Arsenal,MID,a,5.2,2,14,0,0,0,0,0,0,0,0,0,0,0,7,6.4,0.1,7.0,1.4,0.5,1.0,1.5,1.5,0.1,False,0,2,2
542,Seelt,Jenson Seelt,Sunderland,DEF,u,4.0,2,133,0,0,0,2,0,0,0,0,0,0,0,11,33.6,2.4,0.0,3.6,0.0,1.0,0.0,0.0,0.1,False,4,6,8
596,Solanke,Dominic Solanke-Mitchell,Spurs,FWD,i,7.2,2,31,0,0,0,0,0,0,0,0,0,0,0,10,6.0,0.3,25.0,3.1,0.0,1.0,0.0,0.0,0.9,False,1,0,2
549,Neil,Dan Neil,Sunderland,MID,a,4.8,2,2,0,0,0,0,0,0,0,0,0,0,0,7,2.0,0.0,0.0,0.2,0.2,1.0,-0.8,0.2,0.0,False,0,0,2
519,Dominguez,Nicolás Domínguez,Nott'm Forest,MID,a,5.0,2,110,0,0,0,2,0,0,1,0,0,0,0,18,17.2,45.3,0.0,6.3,0.5,0.7,0.5,0.0,0.0,False,6,1,1
27,Nelson,Reiss Nelson,Brentford,MID,a,4.8,2,16,0,0,0,0,0,0,0,0,0,0,0,12,9.0,2.2,9.0,2.0,0.5,1.0,0.5,0.5,0.1,False,2,4,0
172,Watson,Tom Watson,Brighton,MID,a,4.9,2,40,0,0,0,2,0,0,0,0,0,0,0,9,5.6,1.3,7.0,1.4,0.5,1.0,0.5,0.5,0.0,False,1,2,0
294,Coleman,Séamus Coleman,Everton,DEF,a,4.3,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,False,0,0,0
632,Doherty,Matt Doherty,Wolves,DEF,i,4.4,2,291,0,0,0,6,0,0,3,0,0,0,0,15,49.4,21.8,4.0,7.6,0.5,0.5,0.0,0.0,0.1,False,8,11,18
626,Marshall,Callum Marshall,West Ham,FWD,a,4.4,2,58,0,0,0,2,0,0,0,0,0,0,0,0,1.2,0.1,7.0,0.8,0.2,1.0,0.2,0.2,0.7,False,0,1,2
725,Hincapie,Piero Hincapié,Arsenal,DEF,a,5.4,2,26,0,0,0,0,0,0,0,0,0,0,0,7,0.8,0.6,0.0,0.1,0.5,1.0,1.5,1.5,0.0,False,0,0,0
518,Jota,João Pedro Ferreira da Silva,Nott'm Forest,MID,u,5.4,1,11,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,0.0,1.0,0.0,0.0,0.0,False,2,0,1
80,Soler,Julio Soler Barreto,Bournemouth,DEF,a,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,False,0,0,0
98,Enes Ünal,Enes Ünal,Bournemouth,FWD,a,5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,False,0,0,0
96,Winterburn,Ben Winterburn,Bournemouth,MID,u,4.5,1,6,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,0,0,0
737,Kusi-Asare,Jonah Kusi-Asare,Fulham,FWD,a,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.1,False,0,0,0
263,Clyne,Nathaniel Clyne,Crystal Palace,DEF,a,3.9,1,4,0,0,0,0,0,0,0,0,0,0,0,5,3.4,0.5,0.0,0.4,0.0,1.0,0.0,0.0,0.4,False,1,0,1
259,Sosa,Borna Sosa,Crystal Palace,DEF,a,4.8,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.1,False,0,1,0
480,Lascelles,Jamaal Lascelles,Newcastle,DEF,a,4.3,1,19,0,0,0,2,0,0,0,0,0,0,0,0,10.2,0.0,7.0,1.7,0.0,0.5,0.0,-0.5,0.1,False,0,0,5
749,Mané,Mateus Mané,Wolves,FWD,a,4.5,1,20,0,0,0,1,0,0,0,0,0,0,0,1,0.0,10.9,0.0,1.0,1.0,1.0,1.2,1.2,0.0,False,0,0,0
285,Édouard,Odsonne Édouard,Crystal Palace,FWD,u,5.0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.2,False,1,0,0
346,Byram,Sam Byram,Leeds,DEF,a,3.9,1,7,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,False,0,0,0
634,Mosquera,Yerson Mosquera Valdelamar,Wolves,DEF,a,4.3,1,182,0,0,0,6,0,0,1,0,0,0,1,2,20.2,0.7,21.0,4.2,-0.8,0.2,-0.8,-0.8,0.1,False,4,12,8
122,Milambo,Antoni Milambo,Brentford,MID,i,5.2,1,45,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0.0,1.0,0.0,0.0,0.0,False,2,2,0
422,Kovačić,Mateo Kovačić,Man City,MID,i,5.9,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2.6,0.8,0.0,0.3,0.2,1.0,0.0,0.0,0.0,False,0,0,0
608,Scarles,Ollie Scarles,West Ham,DEF,i,4.4,1,69,0,0,0,3,0,0,0,0,0,0,0,-2,8.0,1.2,0.0,0.9,0.2,0.5,0.0,0.0,0.0,False,1,1,4
656,Kalajdžić,Saša Kalajdžić,Wolves,FWD,u,4.9,1,14,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.3,2.0,0.7,0.0,1.0,0.0,0.0,0.1,False,0,1,1
305,Armstrong,Harrison Armstrong,Everton,MID,u,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,False,0,0,0
221,Jörgensen,Filip Jörgensen,Chelsea,GKP,a,4.4,1,84,0,0,0,2,1,0,0,0,0,0,0,4,9.4,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.2,False,0,5,2
168,Buonanotte,Facundo Buonanotte,Chelsea,MID,a,4.7,1,45,0,0,0,1,0,0,0,0,0,0,0,4,5.6,25.1,8.0,3.9,0.0,1.0,0.0,0.0,0.1,False,1,2,0
744,Oriola,Nehemiah Oriola,Brighton,MID,a,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,False,0,0,0
269,Esse,Romain Esse,Crystal Palace,MID,a,4.7,1,24,0,0,0,0,0,0,0,0,0,0,0,6,4.6,0.4,2.0,0.7,0.0,1.0,0.0,0.0,0.1,False,2,0,0
175,Knight,Joe Knight,Brighton,MID,a,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.1,False,0,0,0
702,Burrowes,Bradley Burrowes,Aston Villa,MID,a,4.5,1,16,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.1,False,0,1,0
195,Lucas Pires,Lucas Pires Silva,Burnley,DEF,a,3.9,1,9,0,0,0,1,0,0,0,0,0,0,0,1,4.4,14.5,0.0,1.9,0.2,1.0,0.2,0.2,0.2,False,0,0,0
678,Masuaku,Arthur Masuaku,Sunderland,DEF,a,3.9,1,125,0,0,0,2,0,0,1,0,0,0,0,4,21.8,20.1,7.0,4.9,0.0,0.3,-1.0,0.0,0.7,False,4,3,6
545,Roberts,Patrick Roberts,Sunderland,MID,u,5.4,1,27,0,0,0,1,0,0,0,0,0,0,0,4,1.8,7.3,5.0,1.4,0.0,1.0,0.0,0.0,0.0,False,0,1,0
218,Barnes,Ashley Barnes,Burnley,FWD,a,4.3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.2,1.0,0.2,0.2,1.3,False,0,1,0
30,Havertz,Kai Havertz,Arsenal,FWD,i,7.3,1,30,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0.8,2.0,0.6,0.0,1.0,0.0,0.0,0.3,False,0,2,1
9,Kiwior,Jakub Kiwior,Arsenal,DEF,u,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,False,0,0,0
29,Sambi,Albert Sambi Lokonga,Arsenal,MID,u,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,False,0,0,0
711,Harriman-Annous,Andre Harriman-Annous,Arsenal,MID,a,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,0,0,0
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,Crystal Palace,MID,u,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
4,Setford,Tommy Setford,Arsenal,GKP,a,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,False,0,0,0
45,Sousa,Lino da Cruz Sousa,Aston Villa,DEF,a,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,False,0,0,0
651,Edozie,Tom Edozie,Wolves,MID,a,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,False,0,0,0
3,Hein,Karl Hein,Arsenal,GKP,u,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,False,0,0,0
647,Guedes,Gonçalo Manuel Ganchinho Guedes,Wolves,MID,u,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
641,Pond,Alfie Pond,Wolves,DEF,a,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,False,0,0,0
640,Pedro Lima,Pedro Cardoso de Lima,Wolves,DEF,u,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,False,0,0,0
15,Nichols,Josh Nichols,Arsenal,DEF,a,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,False,0,0,0
334,Harris,Luke Harris,Fulham,MID,u,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
312,Y.Chermiti,Youssef Ramalho Chermiti,Everton,FWD,u,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,False,0,0,0
31,G.Jesus,Gabriel Fernando de Jesus,Arsenal,FWD,i,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
738,Fabianski,Lukasz Fabianski,West Ham,GKP,d,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
747,Mayers,Ezra Mayers,West Ham,DEF,a,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
752,Golambeckis,Airidas Golambeckis,West Ham,DEF,a,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,False,0,0,0
629,Bentley,Daniel Bentley,Wolves,GKP,a,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,False,0,0,0
639,Meupiyou,Bastien Meupiyou Menadjou,Wolves,DEF,u,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
650,Chirewa,Tawanda Chirewa,Wolves,MID,a,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,False,0,0,0
290,Branthwaite,Jarrad Branthwaite,Everton,DEF,i,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,False,0,0,0
296,Patterson,Nathan Patterson,Everton,DEF,i,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0
297,Dixon,Roman Dixon,Everton,DEF,a,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,False,0,0,0
